,,008,Customized,0008,,Pcs,11035008008,,T4-Security
,,,,,,,,,
,Trouser ,001,28,0001,,Pcs,11036001001,,T4-Security
036,(men),002,30,0002,,Pcs,11036001002,,T4-Security
,,003,32,0003,,Pcs,11036001003,,T4-Security
,,004,34,0004,,Pcs,11036001004,,T4-Security
,,005,36,0005,,Pcs,11036001005,,T4-Security
,,006,38,0006,,Pcs,11036001006,,T4-Security
,,007,40,0007,,Pcs,11036001007,,T4-Security
,,008,42,0008,,Pcs,11036001008,,T4-Security
,,009,44,0009,,Pcs,11036001009,,T4-Security
,,010,46,0010,,Pcs,11036001010,,T4-Security
,,011,Customized,0011,,Pcs,11036001011,,T4-Security
,,,,,,,,,
037,Trouser ,001,28,0001,,Pcs,11037001001,,T4-Security
,(Women),002,30,0002,,Pcs,11037001002,,T4-Security
,,003,32,0003,,Pcs,11037001003,,T4-Security
,,004,34,0004,,Pcs,11037001004,,T4-Security
,,005,36,0005,,Pcs,11037001005,,T4-Security
,,006,38,0006,,Pcs,11037001006,,T4-Security
,,007,40,0007,,Pcs,11037001007,,T4-Security
,,008,42,0008,,Pcs,11037001008,,T4-Security
,,009,44,0009,,Pcs,11037001009,,T4-Security
,,010,46,0010,,Pcs,11037001010,,T4-Security
,,011,Customized,0011,,Pcs,11037001011,,T4-Security
,,,,,,,,,
038,Gown,001,Customized,0001,,Pcs,11038001001,,T4-Security
,(Pregnant women),,,,,,,,
,,,,,,,,,
039,Beanie,001,Customized,0001,,Pcs,11039001001,,ONE FM
,,,,,,,,,
040,Shirt  Long sleve,001,Small,0001,,Pcs,11040001001,,Alkout-Cashier ( Emile Rassam)
,(men),002,Medium,0002,,Pcs,11040001002,,Alkout-Cashier ( Emile Rassam)
,,003,Large,0003,,Pcs,11040001003,,Alkout-Cashier ( Emile Rassam)
,,004,XL,0004,,Pcs,11040001004,,Alkout-Cashier ( Emile Rassam)
,,005,XXL,0005,,Pcs,11040001005,,Alkout-Cashier ( Emile Rassam)
,,,,,,,,,
,,,,,,,,,
041,Trouser,001,Small,0001,,Pcs,11041001001,,Alkout-Cashier ( Emile Rassam)
,(men),002,Medium,0002,,Pcs,11041001002,,Alkout-Cashier ( Emile Rassam)
,,003,Large,0003,,Pcs,11041001003,,Alkout-Cashier ( Emile Rassam)
,,004,XL,0004,,Pcs,11041001004,,Alkout-Cashier ( Emile Rassam)
,,005,XXL,0005,,Pcs,11041001005,,Alkout-Cashier ( Emile Rassam)
,,,,,,,,,
042,Executive safety shoes,001,36,0001,Shoes- Cleaners,Pcs,11042001001,,T4 Janitorial
,(men),002,37,0002,,Pcs,11042002002,,T4 Janitorial
,,003,38,0003,,Pcs,11042003003,,T4 Janitorial
,,004,39,0004,,Pcs,11042004004,,T4 Janitorial
,,005,40,0005,,Pcs,11042005005,,T4 Janitorial
,,006,41,0006,,Pcs,11042006006,,T4 Janitorial
,,007,42,0007,,Pcs,11042007007,,T4 Janitorial
,,,,,,,,,
043,T-shirt  Long sleve ,001,X-Small,0001,,Pcs,11043001001,,360 Cleaner
,(men),002,Small,0002,,Pcs,11043002002,,360 Cleaner
,,003,Medium,0003,,Pcs,11043003003,,360 Cleaner
,,004,Large,0004,,Pcs,11043004004,,360 Cleaner
,,005,XL,0005,,Pcs,11043005005,,360 Cleaner
,,,,,,,,,
044,T-shirt  Long sleve ,001,X-Small,0001,,Pcs,11044001001,,360 Cleaner
,(women),002,Small,0002,,Pcs,11044002002,,360 Cleaner
,,003,Medium,0003,,Pcs,11044003003,,360 Cleaner
,,004,Large,0004,,Pcs,11044004004,,360 Cleaner
,,005,XL,0005,,Pcs,11044005005,,360 Cleaner
,,,,,,,,,
045,T-shirt  long sleeve,001,,0001,,Pcs,11045001001,,T4 Janitor- Korea
,,,,,,,,,
046,Trouser,001,,0001,,Pcs,11046001001,,T4 Janitor- Korea
,,,,,,,,,
047,Trouser - Gray color,001,28,0001,,Pcs,11047001001,,360 Cleaner
